2022-04-29 08:21:58 [XNIO-1 task-5] INFO  c.f.f.listener.UserActionListener - <0><1519834342003314688> user doLogout, useId:sys_user:1, token:eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsb2dpbklkIjoic3lzX3VzZXI6MSIsInJuIjoiYmJ5d1ZKeVByeWJYNlk1TjRRM1IzZEFnMUZOVnZLbzAifQ.YoSqWYhNRpqF5whDMQjoHvZVw66b2L1QqXsnyyNhvPw
2022-04-29 10:25:19 [main] INFO  o.f.b.s.impl.db.BatchDbSchemaManager - Upgrade needed: 6410 -> 6411. Looking for schema update resource for component 'batch'
2022-04-29 10:25:19 [main] INFO  o.f.b.s.impl.db.BatchDbSchemaManager - Upgrade needed: 6411 -> 6412. Looking for schema update resource for component 'batch'
2022-04-29 10:25:19 [main] INFO  o.f.b.s.impl.db.BatchDbSchemaManager - Upgrade needed: 6412 -> 6413. Looking for schema update resource for component 'batch'
2022-04-29 10:25:19 [main] INFO  o.f.b.s.impl.db.BatchDbSchemaManager - Upgrade needed: 6413 -> 6500. Looking for schema update resource for component 'batch'
2022-04-29 10:25:19 [main] INFO  o.f.b.s.impl.db.BatchDbSchemaManager - Upgrade needed: 6500 -> 6501. Looking for schema update resource for component 'batch'
2022-04-29 10:25:19 [main] INFO  o.f.b.s.impl.db.BatchDbSchemaManager - Upgrade needed: 6501 -> 6502. Looking for schema update resource for component 'batch'
2022-04-29 10:25:19 [main] INFO  o.f.b.s.impl.db.BatchDbSchemaManager - performing upgrade on batch with resource org/flowable/batch/service/db/upgrade/flowable.mysql.upgradestep.6501.to.6502.batch.sql
2022-04-29 10:25:19 [main] INFO  o.f.b.s.impl.db.BatchDbSchemaManager - Found MySQL: majorVersion=8 minorVersion=0
2022-04-29 10:25:19 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource start closing ....
2022-04-29 10:25:19 [main] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-0} closing ...
2022-04-29 10:25:19 [main] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} closing ...
2022-04-29 10:25:19 [main] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2022-04-29 10:25:19 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource all closed success,bye
2022-04-29 12:56:56 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.2.Final
2022-04-29 12:56:56 [main] INFO  com.fzshuai.OloasApplication - Starting OloasApplication using Java 1.8.0_311 on FZSHUAI with PID 22248 (F:\Idea Project\oloas-back\oloas-admin\target\classes started by fzshuai in F:\Idea Project\oloas-back)
2022-04-29 12:56:56 [main] INFO  com.fzshuai.OloasApplication - The following 1 profile is active: "dev"
2022-04-29 12:56:58 [main] INFO  org.redisson.Version - Redisson 3.16.8
2022-04-29 12:56:58 [redisson-netty-2-3] INFO  o.r.c.pool.MasterConnectionPool - 8 connections initialized for 192.168.75.128/192.168.75.128:6379
2022-04-29 12:56:58 [redisson-netty-2-3] INFO  o.r.c.p.MasterPubSubConnectionPool - 1 connections initialized for 192.168.75.128/192.168.75.128:6379
2022-04-29 12:56:59 [main] INFO  c.f.framework.config.RedisConfig - 初始化 redis 配置
2022-04-29 12:56:59 [main] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2022-04-29 12:56:59 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource detect P6SPY plugin and enabled it
2022-04-29 12:57:00 [main] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1,master} inited
2022-04-29 12:57:00 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [slave] success
2022-04-29 12:57:00 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [master] success
2022-04-29 12:57:00 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource initial loaded [2] datasource,primary datasource named [master]
2022-04-29 12:57:01 [main] INFO  o.f.s.b.e.EventRegistryAutoConfiguration - No deployment resources were found for autodeployment
2022-04-29 12:57:01 [main] INFO  c.f.framework.config.JacksonConfig - 初始化 jackson 配置
2022-04-29 12:57:02 [main] INFO  o.f.s.b.ProcessEngineAutoConfiguration - No deployment resources were found for autodeployment
2022-04-29 12:57:02 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Found 1 Engine Configurators in total:
2022-04-29 12:57:02 [main] INFO  o.f.s.SpringProcessEngineConfiguration - class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-04-29 12:57:02 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Executing beforeInit() of class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-04-29 12:57:03 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Executing configure() of class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-04-29 12:57:03 [main] INFO  liquibase.lockservice - Successfully acquired change log lock
2022-04-29 12:57:04 [main] INFO  liquibase.changelog - Reading from oloas_fzs.FLW_EV_DATABASECHANGELOG
2022-04-29 12:57:04 [main] INFO  liquibase.lockservice - Successfully released change log lock
2022-04-29 12:57:04 [main] INFO  o.f.e.impl.EventRegistryEngineImpl - EventRegistryEngine default created
2022-04-29 12:57:04 [main] INFO  o.f.engine.impl.ProcessEngineImpl - ProcessEngine default created
2022-04-29 12:57:04 [main] INFO  o.f.e.impl.cmd.ValidateV5EntitiesCmd - Total of v5 deployments found: 0
2022-04-29 12:57:05 [main] INFO  io.undertow - starting server: Undertow - 2.2.16.Final
2022-04-29 12:57:05 [main] INFO  org.xnio - XNIO version 3.8.6.Final
2022-04-29 12:57:05 [main] INFO  org.xnio.nio - XNIO NIO Implementation Version 3.8.6.Final
2022-04-29 12:57:05 [main] INFO  org.jboss.threads - JBoss Threads version 3.1.0.Final
2022-04-29 12:57:06 [main] INFO  com.fzshuai.OloasApplication - Started OloasApplication in 11.014 seconds (JVM running for 12.063)
2022-04-29 12:57:06 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => minio
2022-04-29 12:57:06 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => qiniu
2022-04-29 12:57:06 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => aliyun
2022-04-29 12:57:06 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => qcloud
2022-04-29 12:57:06 [main] INFO  com.fzshuai.oss.factory.OssFactory - 初始化OSS工厂
2022-04-29 12:57:06 [main] INFO  c.f.s.runner.SystemApplicationRunner - 初始化OSS配置成功
2022-04-29 12:57:06 [main] INFO  c.f.s.runner.SystemApplicationRunner - 加载参数缓存数据成功
2022-04-29 12:57:06 [main] INFO  c.f.s.runner.SystemApplicationRunner - 加载字典缓存数据成功
2022-04-29 12:57:07 [RMI TCP Connection(3)-172.36.137.210] INFO  io.undertow.servlet - Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-04-29 14:17:59 [SpringApplicationShutdownHook] INFO  io.undertow - stopping server: Undertow - 2.2.16.Final
2022-04-29 14:17:59 [SpringApplicationShutdownHook] INFO  io.undertow.servlet - Destroying Spring FrameworkServlet 'dispatcherServlet'
2022-04-29 14:17:59 [SpringApplicationShutdownHook] INFO  c.f.f.manager.ShutdownManager - ====关闭后台任务任务线程池====
2022-04-29 14:17:59 [SpringApplicationShutdownHook] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource start closing ....
2022-04-29 14:17:59 [SpringApplicationShutdownHook] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-0} closing ...
2022-04-29 14:17:59 [SpringApplicationShutdownHook] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} closing ...
2022-04-29 14:17:59 [SpringApplicationShutdownHook] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2022-04-29 14:17:59 [SpringApplicationShutdownHook] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource all closed success,bye
