2022-04-24 10:27:35 [schedule-pool-2] INFO  c.f.s.s.i.SysLogininforServiceImpl - <0><1517776132228603904> [127.0.0.1]内网IP[admin][Error][验证码已失效]
2022-04-24 21:54:16 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [master] success
2022-04-24 21:54:16 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource initial loaded [2] datasource,primary datasource named [master]
2022-04-24 21:54:17 [main] INFO  o.f.s.b.e.EventRegistryAutoConfiguration - No deployment resources were found for autodeployment
2022-04-24 21:54:17 [main] INFO  c.f.framework.config.JacksonConfig - 初始化 jackson 配置
2022-04-24 21:54:17 [main] INFO  o.f.s.b.ProcessEngineAutoConfiguration - No deployment resources were found for autodeployment
2022-04-24 21:54:18 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Found 1 Engine Configurators in total:
2022-04-24 21:54:18 [main] INFO  o.f.s.SpringProcessEngineConfiguration - class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-04-24 21:54:18 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Executing beforeInit() of class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-04-24 21:54:18 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Executing configure() of class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-04-24 21:54:19 [main] INFO  liquibase.lockservice - Successfully acquired change log lock
2022-04-24 21:54:19 [main] INFO  liquibase.changelog - Reading from oloas_fzs.FLW_EV_DATABASECHANGELOG
2022-04-24 21:54:19 [main] INFO  liquibase.lockservice - Successfully released change log lock
2022-04-24 21:54:19 [main] INFO  o.f.e.impl.EventRegistryEngineImpl - EventRegistryEngine default created
2022-04-24 21:54:19 [main] INFO  o.f.engine.impl.ProcessEngineImpl - ProcessEngine default created
2022-04-24 21:54:19 [main] INFO  o.f.e.impl.cmd.ValidateV5EntitiesCmd - Total of v5 deployments found: 0
2022-04-24 21:54:21 [main] INFO  io.undertow - starting server: Undertow - 2.2.16.Final
2022-04-24 21:54:21 [main] INFO  org.xnio - XNIO version 3.8.6.Final
2022-04-24 21:54:21 [main] INFO  org.xnio.nio - XNIO NIO Implementation Version 3.8.6.Final
2022-04-24 21:54:21 [main] INFO  org.jboss.threads - JBoss Threads version 3.1.0.Final
2022-04-24 21:54:22 [main] INFO  com.fzshuai.OloasApplication - Started OloasApplication in 11.495 seconds (JVM running for 12.474)
2022-04-24 21:54:22 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => minio
2022-04-24 21:54:22 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => qiniu
2022-04-24 21:54:22 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => aliyun
2022-04-24 21:54:22 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => qcloud
2022-04-24 21:54:22 [main] INFO  com.fzshuai.oss.factory.OssFactory - 初始化OSS工厂
2022-04-24 21:54:22 [main] INFO  c.f.s.runner.SystemApplicationRunner - 初始化OSS配置成功
2022-04-24 21:54:22 [main] INFO  c.f.s.runner.SystemApplicationRunner - 加载参数缓存数据成功
2022-04-24 21:54:22 [main] INFO  c.f.s.runner.SystemApplicationRunner - 加载字典缓存数据成功
2022-04-24 21:54:23 [RMI TCP Connection(5)-172.36.137.76] INFO  io.undertow.servlet - Initializing Spring DispatcherServlet 'dispatcherServlet'
